1675641045;125;16;1446
1675641045;161;16;1410
1675641045;679;16;43
1675641045;414;16;1052
1675641045;661;16;1371
1675641045;591;16;791
1675641045;572;16;803
1675641045;585;16;458
1675641045;512;16;182
1675641045;548;16;1223
1675641045;559;16;1312
1675641045;755;16;1416
1675641045;646;16;957
1675641045;374;16;327
1675641045;685;16;1438
1675641045;472;16;306
1675641045;3;16;23
1675641045;180;16;609
1675641045;393;16;845
1675641045;793;16;682
1675641045;706;16;404
1675641045;273;16;111
1675641045;539;16;1062
1675641045;542;16;707
1675641045;839;16;395
1675641045;242;16;343
1675641045;27;16;1092
1675641045;644;16;1107
1675641045;503;16;550
1675641045;106;16;242
1675641045;39;16;934
1675641045;621;16;1188
1675641045;833;16;784
1675641045;668;16;576
1675641045;786;16;129
1675641045;693;16;1207
1675641045;141;16;469
1675641045;485;16;71
1675641045;241;16;1392
1675641045;416;16;1003
1675641045;805;16;1473
1675641045;430;16;1233
1675641045;296;16;764
1675641045;597;16;764
1675641045;809;16;974
1675641045;299;16;1357
1675641045;550;16;334
1675641045;782;16;271
1675641045;832;16;1193
1675641045;26;16;827
1675641045;684;16;1366
1675641045;23;16;625
1675641045;51;16;1293
1675641045;490;16;373
1675641045;505;16;86
1675641045;146;16;335
1675641045;313;16;1006
1675641045;551;16;1165
1675641045;54;16;971
1675641045;347;16;994
1675641045;166;16;1442
1675641045;233;16;958
1675641045;227;16;703
1675641045;177;16;252
1675641045;522;16;1128
1675641045;748;16;1284
1675641045;727;16;1293
1675641045;509;16;609
1675641045;128;16;284
1675641045;228;16;1016
1675641045;466;16;1310
1675641045;18;16;718
1675641045;613;16;399
1675641045;594;16;778
1675641045;247;16;886
1675641045;586;16;950
1675641045;812;16;856
1675641045;302;16;509
1675641045;359;16;1231
1675641045;253;16;255
1675641045;214;16;714
1675641045;634;16;100
1675641045;87;16;618
1675641045;603;16;1261
1675641045;498;16;827
1675641045;699;16;453
1675641045;314;16;789
1675641045;58;16;284
1675641045;11;16;681
1675641045;316;16;1447
1675641045;753;16;1155
1675641045;413;16;893
1675641045;276;16;447
1675641045;636;16;934
1675641045;175;16;1438
1675641045;516;16;66
1675641045;654;16;701
1675641045;819;16;258
1675641045;160;16;1457
1675641045;618;16;342
1675641045;514;16;1231
1675641045;246;16;58
1675641045;650;16;589
1675641045;255;16;1345
1675641045;300;16;1184
1675641045;376;16;504
1675641045;238;16;296
1675641045;415;16;1353
1675641045;68;16;376
1675641045;751;16;233
1675641045;77;16;816
1675641045;763;16;529
1675641045;449;16;182
1675641045;348;16;431
1675641045;355;16;699
1675641045;211;16;618
1675641045;17;16;106
1675641045;543;16;108
1675641045;332;16;7
1675641045;561;16;127
1675641045;709;16;1335
1675641045;732;16;586
1675641045;678;16;250
1675641045;817;16;533
1675641045;673;16;623
1675641045;584;16;583
1675641045;411;16;110
1675641045;307;16;768
1675641045;622;16;584
1675641045;378;16;91
1675641045;191;16;1365
1675641045;428;16;409
1675641045;669;16;67
1675641045;463;16;1247
1675641045;427;16;992
1675641045;616;16;282
1675641045;127;16;775
1675641045;91;16;236
1675641045;178;16;42
1675641045;293;16;1453
1675641045;657;16;1492
1675641045;410;16;1399
1675641045;447;16;659
1675641045;443;16;109
1675641045;382;16;1434
1675641045;662;16;1012
1675641045;848;16;129
1675641045;129;16;1263
1675641045;822;16;177
1675641045;389;16;509
1675641045;432;16;1335
1675641045;660;16;28
1675641045;282;16;351
1675641045;497;16;201
1675641045;267;16;1117
1675641045;555;16;397
1675641045;76;16;398
1675641045;96;16;100
1675641045;468;16;470
1675641045;825;16;1237
1675641045;700;16;901
1675641045;417;16;1190
1675641045;757;16;1253
1675641045;115;16;921
1675641045;579;16;1170
1675641045;790;16;328
1675641045;370;16;1404
1675641045;677;16;276
1675641045;277;16;1302
1675641045;49;16;1407
1675641045;841;16;1255
1675641045;297;16;776
1675641045;821;16;30
1675641045;803;16;711
1675641045;519;16;587
1675641045;154;16;643
1675641045;169;16;795
1675641045;628;16;954
1675641045;431;16;865
1675641045;132;16;66
1675641045;341;16;686
1675641045;739;16;1109
1675641045;336;16;925
1675641045;655;16;895
1675641045;595;16;924
1675641045;152;16;1087
1675641045;400;16;1111
1675641045;674;16;418
1675641045;318;16;123
1675641045;394;16;705
1675641045;829;16;876
1675641045;436;16;1433
1675641045;502;16;546
1675641045;448;16;879
1675641045;79;16;1013
1675641045;759;16;866
1675641045;234;16;5
1675641045;536;16;487
1675641045;614;16;1278
1675641045;95;16;791
1675641045;325;16;1136
1675641045;568;16;698
1675641045;744;16;1052
1675641045;109;16;1375
1675641045;792;16;1089
1675641045;762;16;713
1675641045;761;16;1070
1675641045;828;16;1167
1675641045;45;16;152
1675641045;746;16;96
1675641045;683;16;579
1675641045;1;16;237
1675641045;631;16;52
1675641045;846;16;755
1675641045;162;16;811
1675641045;34;16;357
1675641045;107;16;1049
1675641045;223;16;554
1675641045;263;16;1439
1675641045;488;16;1116
1675641045;116;16;909
1675641045;525;16;246
1675641045;123;16;543
1675641045;210;16;1086
1675641045;577;16;287
1675641045;315;16;750
1675641045;349;16;1258
1675641045;462;16;611
1675641045;571;16;276
1675641045;723;16;381
1675641045;540;16;921
1675641045;120;16;467
1675641045;224;16;1436
1675641045;270;16;1484
1675641045;845;16;769
1675641045;157;16;45
1675641045;771;16;513
1675641045;521;16;630
1675641045;807;16;453
1675641045;222;16;675
1675641045;545;16;37
1675641045;775;16;953
1675641045;615;16;1227
1675641045;254;16;1026
1675641045;438;16;20
1675641045;64;16;6
1675641045;311;16;1456
1675641045;547;16;699
1675641045;306;16;214
1675641045;741;16;764
1675641045;815;16;708
1675641045;73;16;309
1675641045;151;16;1298
1675641045;363;16;1205
1675641045;402;16;172
1675641045;535;16;1474
1675641045;513;16;1368
1675641045;198;16;30
1675641045;487;16;283
1675641045;183;16;740
1675641045;493;16;1013
1675641045;207;16;731
1675641045;580;16;99
1675641045;343;16;753
1675641045;324;16;569
1675641045;834;16;1149
1675641045;780;16;1306
1675641045;451;16;1357
1675641045;98;16;718
1675641045;249;16;25
1675641045;163;16;657
1675641045;244;16;1398
1675641045;42;16;1495
1675641045;369;16;748
1675641045;284;16;448
1675641045;609;16;489
1675641045;642;16;318
1675641045;53;16;30
1675641045;554;16;921
1675641045;743;16;66
1675641045;295;16;1126
1675641045;747;16;227
1675641045;71;16;1466
1675641045;582;16;1309
1675641045;734;16;516
1675641045;225;16;365
1675641045;283;16;567
1675641045;688;16;271
1675641045;409;16;1397
1675641045;499;16;995
1675641045;37;16;1113
1675641045;340;16;110
1675641045;56;16;1208
1675641045;190;16;69
1675641045;533;16;1034
1675641045;136;16;123
1675641045;353;16;1447
1675641045;456;16;1418
1675641045;360;16;436
1675641045;344;16;1384
1675641045;799;16;783
1675641045;50;16;1357
1675641045;610;16;1341
1675641045;565;16;316
